'Atmospheric species in mixing ratio (by mol, i.e. by volume for ideal gases), aqueous species in mol/(kg H2O), total C and N in mol'
'Time (Myr)' 	 CO2(g) 	 CH4(g) 	 O2(g) 	 N2(g) 	 H2O(g) 	 'P_surface (bar)' 	 'T_surface (K)' 	 'DeltaT GHE (K)' 	 'Ox C(aq)' 	 'Red C(aq)' 	 'Total N(aq)' 	 'Ocean pH' 	 'Ocean log f(O2) at Tsurf0' 	 'Rain pH' 	 'Total C g+aq' 	 'Total N g+aq' 	 'Mocean (kg)' 	 'nAir (mol)'
0.097 	 0.0104311 	 0.814627 	 0 	 0.0213338 	 0.153608 	 26.3997 	 424.594 	 169.689 	 0.030787 	 0.0223518 	 0.0035773 	 7.49118 	 -31.6066 	 0 	 3.04831e+21 	 1.58814e+20 	 1.41362e+21 	 3.60361e+21
0.098 	 0.010456 	 0.814191 	 0 	 0.0213868 	 0.153966 	 26.3326 	 424.587 	 169.682 	 0.0307866 	 0.0222837 	 0.00357391 	 7.4912 	 -31.6059 	 0 	 3.03921e+21 	 1.58802e+20 	 1.4142e+21 	 3.59445e+21
0.099 	 0.010481 	 0.813754 	 0 	 0.0214401 	 0.154325 	 26.2655 	 424.58 	 169.675 	 0.0307862 	 0.0222157 	 0.00357052 	 7.4912 	 -31.6051 	 0 	 3.03011e+21 	 1.58789e+20 	 1.41477e+21 	 3.58529e+21
0.1 	 0.0105063 	 0.813313 	 0 	 0.0214936 	 0.154687 	 26.1984 	 424.573 	 169.669 	 0.0307859 	 0.0221476 	 0.00356711 	 7.49121 	 -31.6044 	 0 	 3.021e+21 	 1.58776e+20 	 1.41535e+21 	 3.57612e+21
0.101 	 0.0105317 	 0.81287 	 0 	 0.0215475 	 0.15505 	 26.1312 	 424.566 	 169.662 	 0.0307856 	 0.0220795 	 0.00356369 	 7.49122 	 -31.6036 	 0 	 3.01189e+21 	 1.58763e+20 	 1.41593e+21 	 3.56695e+21
0.102 	 0.0105573 	 0.812421 	 0 	 0.0216015 	 0.15542 	 26.0641 	 424.56 	 169.655 	 0.0307852 	 0.0220114 	 0.00356026 	 7.49123 	 -31.6029 	 0 	 3.00278e+21 	 1.5875e+20 	 1.41651e+21 	 3.5578e+21
0.103 	 0.010583 	 0.811974 	 0 	 0.0216559 	 0.155787 	 25.9969 	 424.553 	 169.649 	 0.0307849 	 0.0219433 	 0.00355683 	 7.49124 	 -31.6022 	 0 	 2.99367e+21 	 1.58738e+20 	 1.41709e+21 	 3.54863e+21
0.104 	 0.0106088 	 0.81152 	 0 	 0.0217106 	 0.15616 	 25.9298 	 424.547 	 169.642 	 0.0307844 	 0.0218752 	 0.0035534 	 7.49125 	 -31.6014 	 0 	 2.98455e+21 	 1.58725e+20 	 1.41767e+21 	 3.53946e+21
0.105 	 0.0106347 	 0.811068 	 0 	 0.0217656 	 0.156532 	 25.8625 	 424.54 	 169.636 	 0.0307841 	 0.0218069 	 0.00354996 	 7.49126 	 -31.6007 	 0 	 2.97542e+21 	 1.58712e+20 	 1.41824e+21 	 3.53028e+21
0.106 	 0.0106608 	 0.810609 	 0 	 0.0218208 	 0.156909 	 25.7954 	 424.534 	 169.629 	 0.0307836 	 0.0217388 	 0.00354651 	 7.49127 	 -31.6 	 0 	 2.9663e+21 	 1.58699e+20 	 1.41882e+21 	 3.5211e+21
0.107 	 0.0106869 	 0.810151 	 0 	 0.0218765 	 0.157286 	 25.728 	 424.527 	 169.623 	 0.0307832 	 0.0216705 	 0.00354305 	 7.49128 	 -31.5992 	 0 	 2.95718e+21 	 1.58686e+20 	 1.4194e+21 	 3.51193e+21
0.108 	 0.0107131 	 0.809688 	 0 	 0.0219323 	 0.157666 	 25.6609 	 424.521 	 169.616 	 0.0307827 	 0.0216025 	 0.00353961 	 7.4913 	 -31.5985 	 0 	 2.94806e+21 	 1.58674e+20 	 1.41998e+21 	 3.50277e+21
0.109 	 0.0107395 	 0.809226 	 0 	 0.0219885 	 0.158046 	 25.5937 	 424.514 	 169.61 	 0.0307823 	 0.0215342 	 0.00353614 	 7.49131 	 -31.5977 	 0 	 2.93895e+21 	 1.58661e+20 	 1.42056e+21 	 3.4936e+21
0.11 	 0.010766 	 0.808758 	 0 	 0.022045 	 0.158431 	 25.5265 	 424.508 	 169.603 	 0.0307818 	 0.0214661 	 0.00353269 	 7.49133 	 -31.597 	 0 	 2.92982e+21 	 1.58649e+20 	 1.42114e+21 	 3.48443e+21
0.111 	 0.0107926 	 0.808291 	 0 	 0.0221019 	 0.158815 	 25.4593 	 424.501 	 169.597 	 0.0307814 	 0.0213979 	 0.00352922 	 7.49134 	 -31.5962 	 0 	 2.92069e+21 	 1.58636e+20 	 1.42172e+21 	 3.47523e+21
0.112 	 0.0108193 	 0.807817 	 0 	 0.0221589 	 0.159204 	 25.392 	 424.495 	 169.59 	 0.0307808 	 0.0213296 	 0.00352574 	 7.49136 	 -31.5955 	 0 	 2.91155e+21 	 1.58623e+20 	 1.4223e+21 	 3.46605e+21
0.113 	 0.0108461 	 0.807345 	 0 	 0.0222164 	 0.159593 	 25.3247 	 424.488 	 169.584 	 0.0307803 	 0.0212613 	 0.00352225 	 7.49138 	 -31.5947 	 0 	 2.90242e+21 	 1.5861e+20 	 1.42288e+21 	 3.45686e+21
0.114 	 0.0108731 	 0.806866 	 0 	 0.0222742 	 0.159987 	 25.2574 	 424.482 	 169.577 	 0.0307797 	 0.021193 	 0.00351876 	 7.4914 	 -31.594 	 0 	 2.89327e+21 	 1.58596e+20 	 1.42347e+21 	 3.44766e+21
0.115 	 0.0109002 	 0.806387 	 0 	 0.0223323 	 0.16038 	 25.1899 	 424.475 	 169.57 	 0.0307792 	 0.0211245 	 0.00351525 	 7.49142 	 -31.5932 	 0 	 2.88413e+21 	 1.58584e+20 	 1.42405e+21 	 3.43847e+21
0.116 	 0.0109275 	 0.805906 	 0 	 0.0223908 	 0.160776 	 25.1225 	 424.468 	 169.564 	 0.0307787 	 0.021056 	 0.00351173 	 7.49144 	 -31.5924 	 0 	 2.87499e+21 	 1.58571e+20 	 1.42463e+21 	 3.42927e+21
0.117 	 0.0109549 	 0.805423 	 0 	 0.0224496 	 0.161172 	 25.0551 	 424.461 	 169.557 	 0.0307782 	 0.0209876 	 0.00350822 	 7.49145 	 -31.5917 	 0 	 2.86584e+21 	 1.58558e+20 	 1.42521e+21 	 3.42006e+21
0.118 	 0.0109825 	 0.804937 	 0 	 0.0225087 	 0.161572 	 24.9876 	 424.454 	 169.55 	 0.0307777 	 0.0209191 	 0.00350469 	 7.49147 	 -31.5909 	 0 	 2.85669e+21 	 1.58545e+20 	 1.42579e+21 	 3.41085e+21
0.119 	 0.0110102 	 0.804447 	 0 	 0.0225682 	 0.161975 	 24.9201 	 424.447 	 169.543 	 0.0307771 	 0.0208505 	 0.00350114 	 7.49149 	 -31.5901 	 0 	 2.84754e+21 	 1.58532e+20 	 1.42638e+21 	 3.40165e+21
0.12 	 0.0110381 	 0.803955 	 0 	 0.0226281 	 0.162379 	 24.8526 	 424.44 	 169.536 	 0.0307766 	 0.020782 	 0.0034976 	 7.49151 	 -31.5893 	 0 	 2.83837e+21 	 1.58519e+20 	 1.42696e+21 	 3.39241e+21
0.121 	 0.0110661 	 0.80346 	 0 	 0.0226883 	 0.162786 	 24.785 	 424.433 	 169.529 	 0.0307761 	 0.0207134 	 0.00349405 	 7.49153 	 -31.5885 	 0 	 2.82922e+21 	 1.58507e+20 	 1.42755e+21 	 3.38321e+21
0.122 	 0.0110943 	 0.802963 	 0 	 0.0227488 	 0.163194 	 24.7176 	 424.426 	 169.522 	 0.0307755 	 0.0206449 	 0.00349049 	 7.49154 	 -31.5878 	 0 	 2.82006e+21 	 1.58494e+20 	 1.42813e+21 	 3.374e+21
0.123 	 0.0111226 	 0.802463 	 0 	 0.0228097 	 0.163605 	 24.6501 	 424.419 	 169.515 	 0.030775 	 0.0205764 	 0.00348694 	 7.49156 	 -31.587 	 0 	 2.8109e+21 	 1.58481e+20 	 1.42871e+21 	 3.36478e+21
0.124 	 0.0111511 	 0.80196 	 0 	 0.0228709 	 0.164018 	 24.5825 	 424.412 	 169.507 	 0.0307745 	 0.0205077 	 0.00348336 	 7.49158 	 -31.5862 	 0 	 2.80173e+21 	 1.58468e+20 	 1.4293e+21 	 3.35555e+21
0.125 	 0.0111798 	 0.801453 	 0 	 0.0229325 	 0.164435 	 24.5149 	 424.405 	 169.5 	 0.0307739 	 0.020439 	 0.00347976 	 7.4916 	 -31.5854 	 0 	 2.79256e+21 	 1.58455e+20 	 1.42988e+21 	 3.34633e+21
0.126 	 0.0112087 	 0.800944 	 0 	 0.0229944 	 0.164853 	 24.4473 	 424.398 	 169.493 	 0.0307734 	 0.0203704 	 0.00347617 	 7.49162 	 -31.5846 	 0 	 2.78339e+21 	 1.58442e+20 	 1.43046e+21 	 3.33709e+21
0.127 	 0.0112376 	 0.800435 	 0 	 0.0230568 	 0.165271 	 24.3795 	 424.39 	 169.486 	 0.0307729 	 0.0203015 	 0.00347256 	 7.49163 	 -31.5838 	 0 	 2.77421e+21 	 1.58428e+20 	 1.43105e+21 	 3.32784e+21
0.128 	 0.0112668 	 0.799919 	 0 	 0.0231195 	 0.165694 	 24.3119 	 424.383 	 169.478 	 0.0307723 	 0.0202327 	 0.00346895 	 7.49165 	 -31.583 	 0 	 2.76504e+21 	 1.58416e+20 	 1.43163e+21 	 3.31862e+21
0.129 	 0.0112961 	 0.799402 	 0 	 0.0231825 	 0.16612 	 24.2443 	 424.376 	 169.471 	 0.0307717 	 0.0201641 	 0.00346534 	 7.49167 	 -31.5822 	 0 	 2.75586e+21 	 1.58403e+20 	 1.43222e+21 	 3.30938e+21
0.13 	 0.0113256 	 0.798883 	 0 	 0.0232461 	 0.166545 	 24.1764 	 424.368 	 169.464 	 0.0307712 	 0.0200951 	 0.0034617 	 7.49169 	 -31.5814 	 0 	 2.74668e+21 	 1.5839e+20 	 1.4328e+21 	 3.30014e+21
0.131 	 0.0113552 	 0.79836 	 0 	 0.0233098 	 0.166975 	 24.1089 	 424.361 	 169.456 	 0.0307707 	 0.0200264 	 0.00345808 	 7.49171 	 -31.5806 	 0 	 2.7375e+21 	 1.58377e+20 	 1.43339e+21 	 3.2909e+21
0.132 	 0.011385 	 0.797836 	 0 	 0.0233741 	 0.167405 	 24.0411 	 424.353 	 169.449 	 0.0307702 	 0.0199575 	 0.00345443 	 7.49172 	 -31.5798 	 0 	 2.72832e+21 	 1.58364e+20 	 1.43397e+21 	 3.28165e+21
0.133 	 0.011415 	 0.797306 	 0 	 0.0234386 	 0.167841 	 23.9733 	 424.346 	 169.441 	 0.0307696 	 0.0198886 	 0.00345077 	 7.49174 	 -31.579 	 0 	 2.71913e+21 	 1.58351e+20 	 1.43456e+21 	 3.2724e+21
0.134 	 0.0114452 	 0.796775 	 0 	 0.0235037 	 0.168276 	 23.9054 	 424.338 	 169.434 	 0.0307691 	 0.0198196 	 0.0034471 	 7.49176 	 -31.5781 	 0 	 2.70993e+21 	 1.58338e+20 	 1.43515e+21 	 3.26313e+21
0.135 	 0.0114755 	 0.796238 	 0 	 0.023569 	 0.168717 	 23.8377 	 424.331 	 169.426 	 0.0307684 	 0.0197507 	 0.00344343 	 7.49178 	 -31.5773 	 0 	 2.70073e+21 	 1.58325e+20 	 1.43573e+21 	 3.25388e+21
0.136 	 0.0115059 	 0.795702 	 0 	 0.0236348 	 0.169157 	 23.7698 	 424.323 	 169.419 	 0.0307679 	 0.0196817 	 0.00343975 	 7.4918 	 -31.5765 	 0 	 2.69155e+21 	 1.58312e+20 	 1.43632e+21 	 3.24462e+21
0.137 	 0.0115366 	 0.795159 	 0 	 0.0237009 	 0.169604 	 23.702 	 424.316 	 169.411 	 0.0307673 	 0.0196128 	 0.00343607 	 7.49182 	 -31.5757 	 0 	 2.68235e+21 	 1.583e+20 	 1.43691e+21 	 3.23537e+21
0.138 	 0.0115674 	 0.794616 	 0 	 0.0237675 	 0.170049 	 23.6342 	 424.308 	 169.403 	 0.0307667 	 0.0195438 	 0.00343237 	 7.49184 	 -31.5748 	 0 	 2.67315e+21 	 1.58287e+20 	 1.43749e+21 	 3.2261e+21
0.139 	 0.0115984 	 0.79407 	 0 	 0.0238345 	 0.170497 	 23.5662 	 424.3 	 169.396 	 0.0307662 	 0.0194747 	 0.00342866 	 7.49186 	 -31.574 	 0 	 2.66393e+21 	 1.58273e+20 	 1.43808e+21 	 3.21681e+21
0.14 	 0.0116296 	 0.79352 	 0 	 0.0239019 	 0.170949 	 23.4982 	 424.292 	 169.388 	 0.0307656 	 0.0194055 	 0.00342494 	 7.49188 	 -31.5732 	 0 	 2.65473e+21 	 1.5826e+20 	 1.43867e+21 	 3.20754e+21
0.141 	 0.0116609 	 0.792963 	 0 	 0.0239697 	 0.171406 	 23.4303 	 424.285 	 169.38 	 0.0307649 	 0.0193365 	 0.00342123 	 7.4919 	 -31.5723 	 0 	 2.64552e+21 	 1.58247e+20 	 1.43926e+21 	 3.19828e+21
0.142 	 0.0116924 	 0.792407 	 0 	 0.0240379 	 0.171863 	 23.3623 	 424.277 	 169.372 	 0.0307644 	 0.0192674 	 0.00341749 	 7.49192 	 -31.5715 	 0 	 2.6363e+21 	 1.58234e+20 	 1.43984e+21 	 3.18899e+21
0.143 	 0.0117242 	 0.791847 	 0 	 0.0241066 	 0.172322 	 23.2943 	 424.269 	 169.364 	 0.0307638 	 0.0191981 	 0.00341374 	 7.49194 	 -31.5706 	 0 	 2.62709e+21 	 1.58221e+20 	 1.44043e+21 	 3.17971e+21
0.144 	 0.0117561 	 0.791284 	 0 	 0.0241757 	 0.172784 	 23.2263 	 424.261 	 169.356 	 0.0307632 	 0.019129 	 0.00340999 	 7.49196 	 -31.5698 	 0 	 2.61787e+21 	 1.58208e+20 	 1.44102e+21 	 3.17042e+21
0.145 	 0.0117882 	 0.790717 	 0 	 0.0242452 	 0.173249 	 23.1582 	 424.253 	 169.348 	 0.0307626 	 0.0190597 	 0.00340623 	 7.49198 	 -31.5689 	 0 	 2.60865e+21 	 1.58195e+20 	 1.44161e+21 	 3.16114e+21
0.146 	 0.0118205 	 0.790147 	 0 	 0.0243152 	 0.173717 	 23.0901 	 424.245 	 169.34 	 0.030762 	 0.0189904 	 0.00340246 	 7.492 	 -31.5681 	 0 	 2.59943e+21 	 1.58183e+20 	 1.4422e+21 	 3.15185e+21
0.147 	 0.011853 	 0.789573 	 0 	 0.0243856 	 0.174188 	 23.022 	 424.237 	 169.332 	 0.0307614 	 0.0189212 	 0.00339868 	 7.49202 	 -31.5672 	 0 	 2.59021e+21 	 1.5817e+20 	 1.44279e+21 	 3.14256e+21
0.148 	 0.0118857 	 0.788996 	 0 	 0.0244565 	 0.174662 	 22.954 	 424.229 	 169.324 	 0.0307608 	 0.0188519 	 0.00339489 	 7.49204 	 -31.5663 	 0 	 2.58098e+21 	 1.58157e+20 	 1.44338e+21 	 3.13326e+21
0.149 	 0.0119185 	 0.788416 	 0 	 0.0245277 	 0.175138 	 22.8859 	 424.221 	 169.316 	 0.0307602 	 0.0187826 	 0.0033911 	 7.49206 	 -31.5655 	 0 	 2.57176e+21 	 1.58144e+20 	 1.44397e+21 	 3.12397e+21
0.15 	 0.0119516 	 0.787835 	 0 	 0.0245996 	 0.175614 	 22.8177 	 424.212 	 169.308 	 0.0307596 	 0.0187132 	 0.00338729 	 7.49208 	 -31.5646 	 0 	 2.56253e+21 	 1.58131e+20 	 1.44456e+21 	 3.11465e+21
0.151 	 0.0119848 	 0.787247 	 0 	 0.0246718 	 0.176096 	 22.7495 	 424.204 	 169.3 	 0.030759 	 0.0186438 	 0.00338347 	 7.4921 	 -31.5637 	 0 	 2.55329e+21 	 1.58119e+20 	 1.44515e+21 	 3.10535e+21
0.152 	 0.0120183 	 0.786655 	 0 	 0.0247444 	 0.176582 	 22.6813 	 424.196 	 169.291 	 0.0307583 	 0.0185744 	 0.00337965 	 7.49212 	 -31.5628 	 0 	 2.54405e+21 	 1.58106e+20 	 1.44574e+21 	 3.09604e+21
0.153 	 0.0120519 	 0.78606 	 0 	 0.0248175 	 0.177071 	 22.6132 	 424.188 	 169.283 	 0.0307577 	 0.0185051 	 0.00337582 	 7.49214 	 -31.562 	 0 	 2.53481e+21 	 1.58093e+20 	 1.44633e+21 	 3.08674e+21
0.154 	 0.0120857 	 0.785464 	 0 	 0.0248912 	 0.177559 	 22.5449 	 424.179 	 169.275 	 0.0307571 	 0.0184355 	 0.00337197 	 7.49216 	 -31.5611 	 0 	 2.52558e+21 	 1.5808e+20 	 1.44692e+21 	 3.07743e+21
0.155 	 0.0121198 	 0.784861 	 0 	 0.0249652 	 0.178054 	 22.4767 	 424.171 	 169.266 	 0.0307565 	 0.0183661 	 0.00336812 	 7.49218 	 -31.5602 	 0 	 2.51632e+21 	 1.58067e+20 	 1.44751e+21 	 3.0681e+21
0.156 	 0.0121541 	 0.784258 	 0 	 0.0250398 	 0.178548 	 22.4083 	 424.162 	 169.258 	 0.0307559 	 0.0182965 	 0.00336424 	 7.4922 	 -31.5593 	 0 	 2.50707e+21 	 1.58054e+20 	 1.4481e+21 	 3.05877e+21
0.157 	 0.0121885 	 0.783647 	 0 	 0.0251148 	 0.17905 	 22.34 	 424.154 	 169.249 	 0.0307552 	 0.018227 	 0.00336037 	 7.49223 	 -31.5584 	 0 	 2.49782e+21 	 1.5804e+20 	 1.4487e+21 	 3.04945e+21
0.158 	 0.0122232 	 0.783036 	 0 	 0.0251903 	 0.179551 	 22.2716 	 424.145 	 169.241 	 0.0307545 	 0.0181574 	 0.00335647 	 7.49225 	 -31.5575 	 0 	 2.48857e+21 	 1.58027e+20 	 1.44929e+21 	 3.04012e+21
0.159 	 0.012258 	 0.782417 	 0 	 0.0252662 	 0.180058 	 22.2034 	 424.137 	 169.232 	 0.0307538 	 0.0180878 	 0.00335258 	 7.49227 	 -31.5566 	 0 	 2.4793e+21 	 1.58014e+20 	 1.44988e+21 	 3.03078e+21
0.16 	 0.0122931 	 0.781798 	 0 	 0.0253428 	 0.180566 	 22.1349 	 424.128 	 169.223 	 0.0307532 	 0.0180181 	 0.00334866 	 7.4923 	 -31.5557 	 0 	 2.47005e+21 	 1.58001e+20 	 1.45047e+21 	 3.02145e+21
0.161 	 0.0123285 	 0.781175 	 0 	 0.0254199 	 0.181076 	 22.0665 	 424.119 	 169.215 	 0.0307526 	 0.0179485 	 0.00334475 	 7.49232 	 -31.5548 	 0 	 2.46079e+21 	 1.57988e+20 	 1.45106e+21 	 3.01211e+21
0.162 	 0.012364 	 0.780548 	 0 	 0.0254975 	 0.181591 	 21.998 	 424.11 	 169.206 	 0.0307519 	 0.0178787 	 0.00334082 	 7.49234 	 -31.5538 	 0 	 2.45152e+21 	 1.57975e+20 	 1.45166e+21 	 3.00276e+21
0.163 	 0.0123998 	 0.779913 	 0 	 0.0255755 	 0.182112 	 21.9296 	 424.102 	 169.197 	 0.0307512 	 0.0178091 	 0.00333689 	 7.49236 	 -31.5529 	 0 	 2.44226e+21 	 1.57963e+20 	 1.45225e+21 	 2.99343e+21
0.164 	 0.0124358 	 0.779278 	 0 	 0.0256541 	 0.182632 	 21.8611 	 424.093 	 169.188 	 0.0307506 	 0.0177393 	 0.00333294 	 7.49238 	 -31.552 	 0 	 2.43298e+21 	 1.5795e+20 	 1.45284e+21 	 2.98408e+21
0.165 	 0.012472 	 0.778638 	 0 	 0.0257332 	 0.183156 	 21.7926 	 424.084 	 169.179 	 0.0307499 	 0.0176696 	 0.00332898 	 7.49241 	 -31.5511 	 0 	 2.42372e+21 	 1.57937e+20 	 1.45344e+21 	 2.97473e+21
0.166 	 0.0125084 	 0.777995 	 0 	 0.0258128 	 0.183684 	 21.7241 	 424.075 	 169.17 	 0.0307492 	 0.0175998 	 0.00332502 	 7.49243 	 -31.5502 	 0 	 2.41444e+21 	 1.57924e+20 	 1.45403e+21 	 2.96537e+21
0.167 	 0.0125451 	 0.777347 	 0 	 0.025893 	 0.184215 	 21.6555 	 424.066 	 169.161 	 0.0307486 	 0.0175299 	 0.00332103 	 7.49245 	 -31.5492 	 0 	 2.40516e+21 	 1.57911e+20 	 1.45463e+21 	 2.95602e+21
0.168 	 0.012582 	 0.776694 	 0 	 0.0259737 	 0.18475 	 21.587 	 424.057 	 169.152 	 0.0307479 	 0.0174601 	 0.00331704 	 7.49247 	 -31.5483 	 0 	 2.39587e+21 	 1.57898e+20 	 1.45522e+21 	 2.94665e+21
0.169 	 0.0126191 	 0.776038 	 0 	 0.0260549 	 0.185288 	 21.5184 	 424.048 	 169.143 	 0.0307472 	 0.0173902 	 0.00331304 	 7.4925 	 -31.5473 	 0 	 2.38659e+21 	 1.57885e+20 	 1.45581e+21 	 2.93729e+21
0.17 	 0.0126564 	 0.775381 	 0 	 0.0261368 	 0.185826 	 21.4497 	 424.038 	 169.134 	 0.0307465 	 0.0173202 	 0.00330901 	 7.49252 	 -31.5464 	 0 	 2.37732e+21 	 1.57872e+20 	 1.45641e+21 	 2.92793e+21
0.171 	 0.012694 	 0.774717 	 0 	 0.0262191 	 0.18637 	 21.3812 	 424.029 	 169.125 	 0.0307458 	 0.0172504 	 0.00330501 	 7.49254 	 -31.5454 	 0 	 2.36804e+21 	 1.5786e+20 	 1.457e+21 	 2.91857e+21
0.172 	 0.0127318 	 0.774047 	 0 	 0.0263019 	 0.186919 	 21.3126 	 424.02 	 169.115 	 0.0307451 	 0.0171806 	 0.00330097 	 7.49257 	 -31.5445 	 0 	 2.35875e+21 	 1.57846e+20 	 1.4576e+21 	 2.9092e+21
0.173 	 0.0127699 	 0.773372 	 0 	 0.0263854 	 0.187472 	 21.2439 	 424.011 	 169.106 	 0.0307444 	 0.0171106 	 0.00329693 	 7.49259 	 -31.5435 	 0 	 2.34946e+21 	 1.57833e+20 	 1.45819e+21 	 2.89982e+21
0.174 	 0.0128082 	 0.772697 	 0 	 0.0264695 	 0.188025 	 21.1751 	 424.001 	 169.097 	 0.0307437 	 0.0170405 	 0.00329286 	 7.49261 	 -31.5426 	 0 	 2.34017e+21 	 1.57821e+20 	 1.45879e+21 	 2.89044e+21
0.175 	 0.0128467 	 0.772015 	 0 	 0.0265541 	 0.188585 	 21.1065 	 423.992 	 169.087 	 0.030743 	 0.0169706 	 0.00328881 	 7.49264 	 -31.5416 	 0 	 2.33087e+21 	 1.57808e+20 	 1.45938e+21 	 2.88107e+21
0.176 	 0.0128856 	 0.771331 	 0 	 0.0266393 	 0.189145 	 21.0377 	 423.982 	 169.078 	 0.0307423 	 0.0169005 	 0.00328472 	 7.49266 	 -31.5406 	 0 	 2.32158e+21 	 1.57795e+20 	 1.45997e+21 	 2.87169e+21
0.177 	 0.0129246 	 0.770638 	 0 	 0.0267251 	 0.189712 	 20.969 	 423.973 	 169.068 	 0.0307416 	 0.0168305 	 0.00328064 	 7.49269 	 -31.5396 	 0 	 2.31228e+21 	 1.57782e+20 	 1.46057e+21 	 2.8623e+21
0.178 	 0.0129639 	 0.769944 	 0 	 0.0268116 	 0.190281 	 20.9001 	 423.963 	 169.059 	 0.0307409 	 0.0167603 	 0.00327653 	 7.49271 	 -31.5387 	 0 	 2.30297e+21 	 1.5777e+20 	 1.46117e+21 	 2.85291e+21
0.179 	 0.0130035 	 0.769242 	 0 	 0.0268986 	 0.190856 	 20.8314 	 423.954 	 169.049 	 0.0307401 	 0.0166903 	 0.00327243 	 7.49274 	 -31.5377 	 0 	 2.29366e+21 	 1.57757e+20 	 1.46176e+21 	 2.84352e+21
0.18 	 0.0130434 	 0.768539 	 0 	 0.0269863 	 0.191432 	 20.7625 	 423.944 	 169.039 	 0.0307394 	 0.0166201 	 0.00326831 	 7.49276 	 -31.5367 	 0 	 2.28436e+21 	 1.57744e+20 	 1.46236e+21 	 2.83412e+21
0.181 	 0.0130835 	 0.76783 	 0 	 0.0270746 	 0.192012 	 20.6936 	 423.934 	 169.03 	 0.0307387 	 0.0165498 	 0.00326417 	 7.49278 	 -31.5357 	 0 	 2.27504e+21 	 1.57732e+20 	 1.46296e+21 	 2.82472e+21
0.182 	 0.0131238 	 0.767117 	 0 	 0.0271636 	 0.192595 	 20.6247 	 423.924 	 169.02 	 0.030738 	 0.0164796 	 0.00326002 	 7.49281 	 -31.5347 	 0 	 2.26573e+21 	 1.57719e+20 	 1.46356e+21 	 2.81531e+21
0.183 	 0.0131644 	 0.766396 	 0 	 0.0272529 	 0.193187 	 20.5559 	 423.915 	 169.01 	 0.0307372 	 0.0164095 	 0.00325587 	 7.49284 	 -31.5337 	 0 	 2.25641e+21 	 1.57706e+20 	 1.46415e+21 	 2.80592e+21
0.184 	 0.0132053 	 0.765673 	 0 	 0.027343 	 0.193779 	 20.487 	 423.905 	 169 	 0.0307364 	 0.0163393 	 0.0032517 	 7.49286 	 -31.5327 	 0 	 2.2471e+21 	 1.57693e+20 	 1.46475e+21 	 2.79651e+21
0.185 	 0.0132465 	 0.764945 	 0 	 0.0274338 	 0.194375 	 20.418 	 423.895 	 168.99 	 0.0307357 	 0.016269 	 0.00324751 	 7.49289 	 -31.5317 	 0 	 2.23777e+21 	 1.5768e+20 	 1.46535e+21 	 2.7871e+21
0.186 	 0.0132879 	 0.764211 	 0 	 0.0275253 	 0.194976 	 20.349 	 423.885 	 168.98 	 0.0307349 	 0.0161986 	 0.00324332 	 7.49291 	 -31.5307 	 0 	 2.22844e+21 	 1.57667e+20 	 1.46595e+21 	 2.77768e+21
0.187 	 0.0133296 	 0.763472 	 0 	 0.0276174 	 0.19558 	 20.28 	 423.875 	 168.97 	 0.0307341 	 0.0161283 	 0.00323911 	 7.49294 	 -31.5296 	 0 	 2.21911e+21 	 1.57654e+20 	 1.46655e+21 	 2.76825e+21
0.188 	 0.0133716 	 0.762733 	 0 	 0.0277103 	 0.196185 	 20.2109 	 423.864 	 168.96 	 0.0307334 	 0.0160578 	 0.00323488 	 7.49296 	 -31.5286 	 0 	 2.20979e+21 	 1.57642e+20 	 1.46714e+21 	 2.75883e+21
0.189 	 0.0134139 	 0.761984 	 0 	 0.0278037 	 0.196798 	 20.1419 	 423.854 	 168.95 	 0.0307326 	 0.0159875 	 0.00323066 	 7.49299 	 -31.5276 	 0 	 2.20046e+21 	 1.57629e+20 	 1.46774e+21 	 2.7494e+21
0.19 	 0.0134565 	 0.761229 	 0 	 0.0278979 	 0.197416 	 20.0728 	 423.844 	 168.939 	 0.0307318 	 0.0159171 	 0.00322641 	 7.49302 	 -31.5265 	 0 	 2.19111e+21 	 1.57616e+20 	 1.46834e+21 	 2.73997e+21
0.191 	 0.0134994 	 0.760469 	 0 	 0.0279927 	 0.198039 	 20.0037 	 423.834 	 168.929 	 0.030731 	 0.0158466 	 0.00322215 	 7.49305 	 -31.5255 	 0 	 2.18177e+21 	 1.57603e+20 	 1.46894e+21 	 2.73053e+21
0.192 	 0.0135425 	 0.759708 	 0 	 0.0280882 	 0.198662 	 19.9345 	 423.823 	 168.919 	 0.0307303 	 0.0157761 	 0.00321787 	 7.49307 	 -31.5244 	 0 	 2.17243e+21 	 1.5759e+20 	 1.46954e+21 	 2.72109e+21
0.193 	 0.013586 	 0.758937 	 0 	 0.0281843 	 0.199293 	 19.8654 	 423.813 	 168.908 	 0.0307294 	 0.0157056 	 0.00321359 	 7.4931 	 -31.5234 	 0 	 2.16308e+21 	 1.57577e+20 	 1.47014e+21 	 2.71166e+21
0.194 	 0.0136297 	 0.758165 	 0 	 0.0282813 	 0.199924 	 19.7962 	 423.802 	 168.898 	 0.0307287 	 0.0156351 	 0.00320928 	 7.49312 	 -31.5223 	 0 	 2.15374e+21 	 1.57564e+20 	 1.47074e+21 	 2.70221e+21
